17,17,17,17,17,0,0,0,0,6,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,0,0,0,0,6,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,0,0,0,0,6,0,0,19,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,18,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,18,17,17,0,0,0,0,6,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,19,0,0,0,0,6,0,0,0,0,17,17,17,17,18,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,17,17,17,17,17,17
17,17,17,0,0,0,0,0,6,6,0,0,0,0,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17
17,17,17,0,0,0,0,0,6,0,0,19,0,17,17,17,17,17,18,17,17,18,17,17,18,17,17,17,17,17,17,17,17,17,18,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17
17,17,17,0,0,0,0,0,6,0,0,0,0,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,0,0,17,0,0,6,0,0,0,0,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,0,0,0,0,0,6,0,0,0,0,17,17,18,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,18,17,0,0,0,0,0,6,0,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,0,0,0,0,0,6,6,0,0,0,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,0,0,0,0,0,0,6,0,0,0,17,17,17,17,17,17,17,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17
17,17,17,0,0,0,0,0,0,6,0,0,0,0,17,17,17,17,17,17,16,0,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17
17,17,17,0,0,17,0,0,0,6,0,0,0,0,19,17,17,17,17,16,16,22,16,16,17,17,17,17,17,17,17,17,17,18,17,17,18,17,17,17,17,17,17,17,17,18,17,17,17,17
17,17,17,19,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,17,17,17,17,17,17,17,17,18
17,17,17,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,17,17,17,17,17,17,17,18
