0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0
0,0,2,0,0,0,16,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,2,0,0,0,16,0,0,0,0,11,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,2,0,0
0,0,2,0,0,0,16,0,0,0,0,11,23,0,0,23,14,23,0,23,14,23,0,23,14,23,0,2,0,0
0,0,2,0,0,0,16,0,0,0,0,11,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,2,0,0
0,0,2,16,4,16,16,0,0,0,0,11,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,2,0,0
0,0,2,0,0,0,16,14,14,0,14,12,0,0,0,23,14,23,0,23,14,23,0,23,14,23,0,2,0,0
0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,2,0,0
0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
0,0,2,2,2,2,2,2,2,2,5,2,2,2,2,5,2,2,2,2,2,2,3,2,2,2,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
